iter	MultiClass
192	0.04751685673
193	0.04724984376
194	0.04708146106
195	0.0468204218
196	0.04654255153
197	0.04639072128
198	0.04619114121
199	0.04602808025
200	0.04575153258
201	0.04539779202
202	0.04526839034
203	0.04501002448
204	0.04484381545
205	0.04449565221
206	0.04427951656
207	0.04406826941
208	0.04381655852
209	0.04349327403
210	0.04333443257
211	0.04301577111
212	0.04282704027
213	0.04269270513
214	0.04259697225
215	0.04238410714
216	0.04219421224
217	0.04181044934
218	0.0416829114
219	0.04155698209
220	0.04135013316
221	0.04112547823
222	0.04097681597
223	0.04084638611
224	0.04069399016
225	0.04052939904
226	0.04031287704
227	0.04003402234
228	0.03979726682
229	0.03966986997
230	0.03949592508
231	0.03935862725
232	0.03897876131
233	0.03880315744
234	0.03860797306
235	0.03850205103
236	0.0382820976
237	0.03813935637
238	0.03801701669
239	0.03778825966
240	0.03764829677
241	0.03746752237
242	0.03726321518
243	0.03711456658
244	0.0368243353
245	0.03660030535
246	0.0364604422
247	0.03620147916
248	0.03602723241
249	0.03587693501
250	0.0356559422
251	0.03550811452
252	0.03534443689
253	0.03521796301
254	0.03501088985
255	0.03480602823
256	0.0346398864
257	0.03441269951
258	0.03427722152
259	0.03402585508
260	0.03390229451
261	0.03377387108
262	0.03368167961
263	0.03347381389
264	0.03327607535
265	0.0330467518
266	0.0329840336
267	0.03282854199
268	0.03262843256
269	0.03251096601
270	0.03241859151
271	0.03224218094
272	0.03209808482
273	0.03195652498
274	0.03183828991
275	0.03173434055
276	0.03158573522
277	0.03145320524
278	0.03135333565
279	0.03125189798
280	0.0311166876
281	0.0309402832
282	0.03075198093
283	0.03057096562
284	0.03046687472
285	0.03029992894
286	0.03012219077
287	0.02993149118
288	0.02985184821
289	0.02976049342
290	0.02960152874
291	0.02948993455
292	0.02940383756
293	0.02931576856
294	0.02921814399
295	0.02912916058
296	0.02907810006
297	0.02897495324
298	0.028813679
299	0.02863715284
300	0.02856689705
301	0.02849845133
302	0.02841406138
303	0.02828108572
304	0.02818999473
305	0.02806304065
306	0.02798925216
307	0.02787873657
308	0.02782655152
309	0.02765800718
310	0.02756809989
311	0.02738703958
312	0.02724452806
313	0.02714714915
314	0.02697242149
315	0.02687329331
316	0.02682068895
317	0.02670034784
318	0.02652990433
319	0.02638252046
320	0.0262894388
321	0.02607882974
322	0.02597985077
323	0.02571562382
324	0.02557129113
325	0.02549658057
326	0.0254357856
327	0.02537101119
328	0.02529352117
329	0.02522199944
330	0.02511708812
331	0.02505923254
332	0.02499986237
333	0.02493594579
334	0.02479976539
335	0.02463294919
336	0.02445764502
337	0.02439309775
338	0.02432590305
339	0.02427497477
340	0.02417843117
341	0.02412015394
342	0.02406952764
343	0.02393491322
344	0.02388108925
345	0.02379171297
346	0.02370417707
347	0.02361255164
348	0.02354904065
349	0.02343252409
350	0.02337381556
351	0.02329518396
352	0.02325786754
353	0.02316895687
354	0.02312731848
355	0.02304601026
356	0.02294971791
357	0.02289747845
358	0.02276481029
359	0.02271231822
360	0.02259971464
361	0.02250191016
362	0.02246157679
363	0.02237628606
364	0.02232072334
365	0.0221494942
366	0.02205714096
367	0.02202053723
368	0.02190357267
369	0.02181757403
370	0.02169681041
371	0.02160914556
372	0.02154192307
373	0.02143372647
374	0.02139677491
375	0.02133299495
376	0.02121274554
377	0.0211305568
378	0.02108072085
379	0.02101805937
380	0.02094356974
381	0.02090136682
382	0.02080825541
383	0.02075759489
384	0.02073017344
385	0.02063722701
386	0.02058377003
387	0.02054391974
388	0.02046680478
389	0.02038756437
390	0.02033305158
391	0.02029228099
392	0.02020971539
393	0.02010674545
394	0.02005441224
395	0.01996770214
396	0.0199207928
397	0.01984285562
398	0.0197478575
399	0.01971660756
400	0.01966825093
401	0.01956062992
402	0.01948596179
403	0.0194314159
404	0.01935578635
405	0.01932578462
406	0.01923642652
407	0.01920077436
408	0.01908392858
409	0.01904515289
410	0.01898859169
411	0.01889441623
412	0.01885973226
413	0.01874671713
414	0.01871032538
415	0.01865915614
416	0.01860891325
417	0.01848268401
418	0.01843502385
419	0.01838419734
420	0.01833875353
421	0.01825907771
422	0.01824003139
423	0.01820621935
424	0.01808104827
425	0.0179967773
426	0.01796298585
427	0.01790793293
428	0.01785124835
429	0.01779289861
430	0.01775582891
431	0.01767058789
432	0.0175568554
433	0.01750750687
434	0.01748081866
435	0.01741004625
436	0.01736045299
437	0.01733704949
438	0.01730140648
439	0.01723850557
440	0.01718524203
441	0.01708949401
442	0.01704675106
443	0.01702838143
444	0.01697199821
445	0.01694156089
446	0.01689048876
447	0.0168362506
448	0.01676920041
449	0.01674920436
450	0.016701147
451	0.01661396991
452	0.01654685343
453	0.01647342591
454	0.01644418377
455	0.01639255367
456	0.01634747572
457	0.01630255259
458	0.01626970162
459	0.01622787405
460	0.01619105612
461	0.01616505769
462	0.01610422242
463	0.01607894835
464	0.01603249592
465	0.0159953541
466	0.01596745781
467	0.01591015356
468	0.01586143619
469	0.01581537359
470	0.0157465772
471	0.01568691593
472	0.01564223304
473	0.01558968733
474	0.01555302797
475	0.01552763894
476	0.0154778933
477	0.01545783228
478	0.01536162736
479	0.01532439693
480	0.01527965552
481	0.01524399897
482	0.01520850261
483	0.01515349257
484	0.01507404783
